Date,USDINR_Close,USDBRL_Close,INR_BRL_synthetic
2021-03-04,72.88069915771484,5.617499828338623,12.97386762524732
2021-03-05,73.13179779052734,5.668300151824951,12.901892248416312
2021-03-08,73.1333999633789,5.689499855041504,12.854099978326726
2021-03-09,73.33000183105469,5.874599933624268,12.482552456268214
2021-03-10,72.7759017944336,5.801499843597412,12.544325391088261
2021-03-11,72.70600128173828,5.67110013961792,12.820440389302792
2021-03-12,72.63899993896484,5.534800052642822,13.12405132038696
2021-03-15,72.68299865722656,5.495155811309815,13.226740269608838
2021-03-16,72.51529693603516,5.614500045776367,12.91571757855562
2021-03-17,72.5156021118164,5.6234002113342285,12.895330118183264
2021-03-18,72.29560089111328,5.583099842071533,12.949007350061821
2021-03-19,72.6688003540039,5.558700084686279,13.072984555184034
2021-03-22,72.40499877929688,5.493563175201416,13.179970170570073
2021-03-23,72.38050079345703,5.505499839782715,13.146944491839939
2021-03-24,72.61219787597656,5.520400047302246,13.153430413337759
2021-03-25,72.64559936523438,5.61959981918335,12.927183732415909
2021-03-26,72.61280059814453,5.648399829864502,12.855463987202624
2021-03-29,72.44719696044922,5.752399921417236,12.594255954061028
2021-03-30,72.74189758300781,5.780799865722656,12.583362038587781
2021-03-31,73.44529724121094,5.771599769592285,12.725292843096643
2021-04-01,73.20349884033203,5.63129997253418,12.99939608924602
2021-04-02,73.28730010986328,5.707399845123291,12.840750972175865
2021-04-05,73.3759994506836,5.710599899291992,12.84908779194649
2021-04-06,73.27950286865234,5.662700176239014,12.940735088913408
2021-04-07,73.48999786376953,5.593200206756592,13.139168123285403
2021-04-08,74.40149688720703,5.612100124359131,13.257335977358967
2021-04-09,74.54450225830078,5.566599845886231,13.39138869724754
2021-04-12,74.72949981689453,5.679299831390381,13.15822408316125
2021-04-13,74.99099731445312,5.732200145721436,13.082410838432962
2021-04-14,75.18150329589844,5.716300010681152,13.15212692745632
2021-04-15,75.0261001586914,5.652900218963623,13.272143015545097
2021-04-16,74.72740173339844,5.614999771118164,13.30853157248078
2021-04-19,74.56320190429688,5.5858001708984375,13.348705578972385
2021-04-20,74.8781967163086,5.545300006866455,13.503001933816176
2021-04-21,75.44920349121094,5.56790018081665,13.550746428817034
2021-04-22,75.42949676513672,5.56790018081665,13.547207082666016
2021-04-23,75.0916976928711,5.44320011138916,13.795505613646625
2021-04-26,74.86810302734375,5.477200031280518,13.669046702652613
2021-04-27,74.81490325927734,5.435299873352051,13.764632127488781
2021-04-28,74.57499694824219,5.451000213623047,13.680974871706228
2021-04-29,74.31179809570312,5.341400146484375,13.912419226747874
2021-04-30,74.10579681396484,5.336400032043457,13.886851879353516
2021-05-03,74.09480285644531,5.439700126647949,13.621119019680961
2021-05-04,73.8375015258789,5.43809986114502,13.577812730774685
2021-05-05,73.77890014648438,5.442599773406982,13.555819501366704
2021-05-06,73.79940032958984,5.352700233459473,13.787321746185846
2021-05-07,73.61519622802734,5.273430824279785,13.959640067542042
2021-05-10,73.29029846191406,5.235499858856201,13.9987203586566
2021-05-11,73.5,5.2221999168396,14.074528200843208
2021-05-12,73.3750991821289,5.221199989318848,14.053301795034544
2021-05-13,73.68160247802734,5.303100109100342,13.894062145194399
2021-05-14,73.44490051269531,5.307700157165527,13.837424560153963
2021-05-17,73.27890014648438,5.269499778747559,13.906234599729146
2021-05-18,73.26969909667969,5.271500110626221,13.899212284750519
2021-05-19,73.1281967163086,5.259500026702881,13.904020599872837
2021-05-20,73.222900390625,5.308000087738037,13.794818986491082
2021-05-21,73.02189636230469,5.281300067901611,13.826500184322619
2021-05-24,72.90979766845703,5.361800193786621,13.59800720529396
